session,fn,idx,sex,audio_caption,emotion,text,Bio,aus,visual_caption
1,Ses01M_impro06,43,M,"The speaker sounds male, around 40 years old, speaking English with a neutral mood.",neu,Yeah.,"Speaker M appears to be a calm and composed individual based on the conversation. There are no instances of heightened emotion or dramatic shifts in tone. Speaker M seems to maintain a steady demeanor, possibly indicating traits such as patience, objectivity, or emotional control. However, without more context, it's difficult to determine if there are any underlying tensions or deeper emotions that weren't expressed.","Inner Brow Raiser, Outer Brow Raiser, Upper Lid Raiser, Jaw Drop",Nan
1,Ses01M_impro06,44,F,The speaker sounds happy.,neu,It gets better.,"Speaker F comes across as calm and composed, rarely showing any strong emotions. They tend to respond thoughtfully and are likely to be someone who values peace and harmony in discussions. Their speech is generally measured, suggesting a deliberate approach to communication.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
1,Ses01M_impro06,45,M,The speaker sounds sad.,neu,"He was a really, really good guy.","Speaker M appears to be a calm and composed individual based on the conversation. There are no instances of heightened emotion or dramatic shifts in tone. Speaker M seems to maintain a steady demeanor, possibly indicating traits such as patience, objectivity, or emotional control. However, without more context, it's difficult to determine if there are any underlying tensions or deeper emotions that weren't expressed.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
1,Ses01M_impro06,46,F,The speaker sounds sad.,neu,Mmhmm.,"Speaker F comes across as calm and composed, rarely showing any strong emotions. They tend to respond thoughtfully and are likely to be someone who values peace and harmony in discussions. Their speech is generally measured, suggesting a deliberate approach to communication.","Inner Brow Raiser, Brow Lowerer, Lip Corner Depressor",Nan
1,Ses01M_impro06,47,M,The speaker sounds sad.,neu,A lot of people loved him.,"Speaker M appears to be a calm and composed individual based on the conversation. There are no instances of heightened emotion or dramatic shifts in tone. Speaker M seems to maintain a steady demeanor, possibly indicating traits such as patience, objectivity, or emotional control. However, without more context, it's difficult to determine if there are any underlying tensions or deeper emotions that weren't expressed.","Inner Brow Raiser, Brow Lowerer, Lip Corner Depressor",Nan
1,Ses01M_impro06,48,F,"The speaker sounds female, around 40 years old, speaking Mandarin with a neutral mood.",neu,MMhmm.,"Speaker F comes across as calm and composed, rarely showing any strong emotions. They tend to respond thoughtfully and are likely to be someone who values peace and harmony in discussions. Their speech is generally measured, suggesting a deliberate approach to communication.","Inner Brow Raiser, Brow Lowerer, Lip Corner Depressor",Nan
1,Ses01M_impro06,49,M,Sad,neu,"You know, it's like affecting a lot of people it's not just me, you know?","Speaker M appears to be a calm and composed individual based on the conversation. There are no instances of heightened emotion or dramatic shifts in tone. Speaker M seems to maintain a steady demeanor, possibly indicating traits such as patience, objectivity, or emotional control. However, without more context, it's difficult to determine if there are any underlying tensions or deeper emotions that weren't expressed.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
1,Ses01M_impro06,50,F,The speaker sounds sad.,neu,Mmhmm.,"Speaker F comes across as calm and composed, rarely showing any strong emotions. They tend to respond thoughtfully and are likely to be someone who values peace and harmony in discussions. Their speech is generally measured, suggesting a deliberate approach to communication.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
1,Ses01M_impro06,51,F,The speaker sounds sad.,neu,How long did you know each other?,"Speaker F comes across as calm and composed, rarely showing any strong emotions. They tend to respond thoughtfully and are likely to be someone who values peace and harmony in discussions. Their speech is generally measured, suggesting a deliberate approach to communication.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
1,Ses01M_impro06,52,M,"The speaker sounds male, speaks English, and his mood is neutral.",neu,Umm...,"Speaker M appears to be a calm and composed individual based on the conversation. There are no instances of heightened emotion or dramatic shifts in tone. Speaker M seems to maintain a steady demeanor, possibly indicating traits such as patience, objectivity, or emotional control. However, without more context, it's difficult to determine if there are any underlying tensions or deeper emotions that weren't expressed.","Inner Brow Raiser, Brow Lowerer, Lip Corner Depressor",Nan
1,Ses01M_impro06,53,M,Male,neu,For like eight years.,"Speaker M appears to be a calm and composed individual based on the conversation. There are no instances of heightened emotion or dramatic shifts in tone. Speaker M seems to maintain a steady demeanor, possibly indicating traits such as patience, objectivity, or emotional control. However, without more context, it's difficult to determine if there are any underlying tensions or deeper emotions that weren't expressed.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
1,Ses01M_impro06,54,F,"The speaker sounds male, speaks English, and his mood is neutral.",neu,That's a long time.,"Speaker F comes across as calm and composed, rarely showing any strong emotions. They tend to respond thoughtfully and are likely to be someone who values peace and harmony in discussions. Their speech is generally measured, suggesting a deliberate approach to communication.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
1,Ses01M_impro06,55,M,"The speaker sounds male, aged between 16-25 years old, speaking in English with a neutral mood.",neu,Yeah.,"Speaker M appears to be a calm and composed individual based on the conversation. There are no instances of heightened emotion or dramatic shifts in tone. Speaker M seems to maintain a steady demeanor, possibly indicating traits such as patience, objectivity, or emotional control. However, without more context, it's difficult to determine if there are any underlying tensions or deeper emotions that weren't expressed.","Inner Brow Raiser, Brow Lowerer, Lip Corner Depressor",Nan
1,Ses01M_impro06,56,F,The speaker sounds neutral.,neu,It's good that you were there.,"Speaker F comes across as calm and composed, rarely showing any strong emotions. They tend to respond thoughtfully and are likely to be someone who values peace and harmony in discussions. Their speech is generally measured, suggesting a deliberate approach to communication.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
1,Ses01M_impro06,57,M,The speaker sounds happy.,neu,"Yeah, I'm glad I was there. Glad I- glad I got to be there.","Speaker M appears to be a calm and composed individual based on the conversation. There are no instances of heightened emotion or dramatic shifts in tone. Speaker M seems to maintain a steady demeanor, possibly indicating traits such as patience, objectivity, or emotional control. However, without more context, it's difficult to determine if there are any underlying tensions or deeper emotions that weren't expressed.","Inner Brow Raiser, Outer Brow Raiser, Upper Lid Raiser, Jaw Drop",Nan
1,Ses01M_impro06,58,M,The speaker sounds sad.,neu,"So weird,","Speaker M appears to be a calm and composed individual based on the conversation. There are no instances of heightened emotion or dramatic shifts in tone. Speaker M seems to maintain a steady demeanor, possibly indicating traits such as patience, objectivity, or emotional control. However, without more context, it's difficult to determine if there are any underlying tensions or deeper emotions that weren't expressed.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
1,Ses01M_impro06,59,F,"The speaker sounds female, around 25 years old, speaking Mandarin with a neutral mood.",neu,Yeah.,"Speaker F comes across as calm and composed, rarely showing any strong emotions. They tend to respond thoughtfully and are likely to be someone who values peace and harmony in discussions. Their speech is generally measured, suggesting a deliberate approach to communication.","Inner Brow Raiser, Outer Brow Raiser, Upper Lid Raiser, Jaw Drop",Nan
1,Ses01M_impro06,60,M,The speaker sounds sad.,neu,"like I can't...it's like you know it's like ""pinch me"" it's like I can't believe like I'm dealing with this, you know.","Speaker M appears to be a calm and composed individual based on the conversation. There are no instances of heightened emotion or dramatic shifts in tone. Speaker M seems to maintain a steady demeanor, possibly indicating traits such as patience, objectivity, or emotional control. However, without more context, it's difficult to determine if there are any underlying tensions or deeper emotions that weren't expressed.","Inner Brow Raiser, Outer Brow Raiser, Upper Lid Raiser, Jaw Drop",Nan
1,Ses01M_impro06,61,F,The speaker sounds sad.,neu,Are there things you wish you'd done differently?,"Speaker F comes across as calm and composed, rarely showing any strong emotions. They tend to respond thoughtfully and are likely to be someone who values peace and harmony in discussions. Their speech is generally measured, suggesting a deliberate approach to communication.","Inner Brow Raiser, Brow Lowerer, Lip Corner Depressor",Nan
1,Ses01M_impro04,0,F,"The speaker sounds female, speaking English with a neutral mood.",neu,You seem kind of down.,"Speaker F appears to be a supportive and empathetic individual, often acknowledging others' feelings and offering reassurance. They tend to use温和的语气和积极的话语，有助于营造和谐的对话氛围。在交流中表现出耐心和理解，偶尔会通过提问来引导对话深入。这些特点表明F可能是一个善于倾听和关心他人感受的人。","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
1,Ses01M_impro04,1,M,The speaker sounds sad.,neu,I'm just mad.,"Speaker M appears to be assertive and direct, often interrupting or speaking over others. This suggests a dominant personality but may also indicate impatience or a need for control in conversations. M's言论直接且有主导性，经常打断他人，这表明其性格强势但可能也显示出在对话中缺乏耐心或控制欲。","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
1,Ses01M_impro04,2,F,The speaker sounds sad.,neu,How come?,"Speaker F appears to be a supportive and empathetic individual, often acknowledging others' feelings and offering reassurance. They tend to use温和的语气和积极的话语，有助于营造和谐的对话氛围。在交流中表现出耐心和理解，偶尔会通过提问来引导对话深入。这些特点表明F可能是一个善于倾听和关心他人感受的人。","Nose Wrinkler, Lip Corner Depressor, Chin Raiser",Nan
1,Ses01M_impro04,3,M,Sad,neu,It's--I've been trying to find this job I can't get any job.,"Speaker M appears to be assertive and direct, often interrupting or speaking over others. This suggests a dominant personality but may also indicate impatience or a need for control in conversations. M's言论直接且有主导性，经常打断他人，这表明其性格强势但可能也显示出在对话中缺乏耐心或控制欲。","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
1,Ses01M_impro04,4,M,"The speaker sounds male, within the age range of 16-25 years old, speaking English with a sad mood.",neu,It's not fair.,"Speaker M appears to be assertive and direct, often interrupting or speaking over others. This suggests a dominant personality but may also indicate impatience or a need for control in conversations. M's言论直接且有主导性，经常打断他人，这表明其性格强势但可能也显示出在对话中缺乏耐心或控制欲。","Nose Wrinkler, Lip Corner Depressor, Chin Raiser",Nan
1,Ses01M_impro04,5,F,"The speaker sounds male, within the age range of 16-25 years old, speaking English with a neutral mood.",neu,What do you mean?,"Speaker F appears to be a supportive and empathetic individual, often acknowledging others' feelings and offering reassurance. They tend to use温和的语气和积极的话语，有助于营造和谐的对话氛围。在交流中表现出耐心和理解，偶尔会通过提问来引导对话深入。这些特点表明F可能是一个善于倾听和关心他人感受的人。","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
1,Ses01M_impro04,6,M,Male,neu,"I mean I've been looking for a job for like three years and I can't get a job.  I mean like, it's America, right?  I should be able to get a job.","Speaker M appears to be assertive and direct, often interrupting or speaking over others. This suggests a dominant personality but may also indicate impatience or a need for control in conversations. M's言论直接且有主导性，经常打断他人，这表明其性格强势但可能也显示出在对话中缺乏耐心或控制欲。","Nose Wrinkler, Lip Corner Depressor, Chin Raiser",Nan
1,Ses01M_impro04,7,F,The speaker sounds sad.,neu,There's a lot of people looking for jobs.,"Speaker F appears to be a supportive and empathetic individual, often acknowledging others' feelings and offering reassurance. They tend to use温和的语气和积极的话语，有助于营造和谐的对话氛围。在交流中表现出耐心和理解，偶尔会通过提问来引导对话深入。这些特点表明F可能是一个善于倾听和关心他人感受的人。","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
1,Ses01M_impro04,8,M,The speaker sounds sad.,neu,"I guess.  But three years?  I mean, I like--I went to college even, I mean I didn't finish but I went for like a little bit.  It's not fair, I don't know.","Speaker M appears to be assertive and direct, often interrupting or speaking over others. This suggests a dominant personality but may also indicate impatience or a need for control in conversations. M's言论直接且有主导性，经常打断他人，这表明其性格强势但可能也显示出在对话中缺乏耐心或控制欲。","Inner Brow Raiser, Outer Brow Raiser, Upper Lid Raiser, Jaw Drop",Nan
1,Ses01M_impro04,9,F,The speaker sounds sad.,neu,"I don't know, I mean, I just don't think...","Speaker F appears to be a supportive and empathetic individual, often acknowledging others' feelings and offering reassurance. They tend to use温和的语气和积极的话语，有助于营造和谐的对话氛围。在交流中表现出耐心和理解，偶尔会通过提问来引导对话深入。这些特点表明F可能是一个善于倾听和关心他人感受的人。","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
1,Ses01M_impro04,10,M,"The speaker sounds male, speaks English, is between the ages of 16-25, and has a neutral mood.",neu,"I mean I've been sending out my resumes and doing everything I can do but nothing is happening.  You know, it's like I can't and I can't keep living on loans anymore like this.  I'm going to--I mean eventually I'm going to have to pay it back. I'm just kind of freaking out, I don't know.","Speaker M appears to be assertive and direct, often interrupting or speaking over others. This suggests a dominant personality but may also indicate impatience or a need for control in conversations. M's言论直接且有主导性，经常打断他人，这表明其性格强势但可能也显示出在对话中缺乏耐心或控制欲。","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
1,Ses01M_impro04,11,F,The speaker sounds happy.,neu,Did you ever think it might be your attitude that's...,"Speaker F appears to be a supportive and empathetic individual, often acknowledging others' feelings and offering reassurance. They tend to use温和的语气和积极的话语，有助于营造和谐的对话氛围。在交流中表现出耐心和理解，偶尔会通过提问来引导对话深入。这些特点表明F可能是一个善于倾听和关心他人感受的人。","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
1,Ses01M_impro04,12,M,The speaker sounds angry.,neu,"What's my--like what do you mean ""my attitude""?","Speaker M appears to be assertive and direct, often interrupting or speaking over others. This suggests a dominant personality but may also indicate impatience or a need for control in conversations. M's言论直接且有主导性，经常打断他人，这表明其性格强势但可能也显示出在对话中缺乏耐心或控制欲。","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
1,Ses01M_impro04,13,F,Neutral,neu,"I don't know just sometimes you get kind of... No, I'm not saying that.  I just--","Speaker F appears to be a supportive and empathetic individual, often acknowledging others' feelings and offering reassurance. They tend to use温和的语气和积极的话语，有助于营造和谐的对话氛围。在交流中表现出耐心和理解，偶尔会通过提问来引导对话深入。这些特点表明F可能是一个善于倾听和关心他人感受的人。","Nose Wrinkler, Lip Corner Depressor, Chin Raiser",Nan
1,Ses01M_impro04,14,M,Neutral,neu,Do I have an attitude problem?,"Speaker M appears to be assertive and direct, often interrupting or speaking over others. This suggests a dominant personality but may also indicate impatience or a need for control in conversations. M's言论直接且有主导性，经常打断他人，这表明其性格强势但可能也显示出在对话中缺乏耐心或控制欲。","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
1,Ses01M_impro04,15,M,Angry,neu,"No, well maybe it's because I'm like frustrated 'cause I can't get a job, you know.","Speaker M appears to be assertive and direct, often interrupting or speaking over others. This suggests a dominant personality but may also indicate impatience or a need for control in conversations. M's言论直接且有主导性，经常打断他人，这表明其性格强势但可能也显示出在对话中缺乏耐心或控制欲。","Inner Brow Raiser, Outer Brow Raiser, Upper Lid Raiser, Jaw Drop",Nan
1,Ses01M_impro04,16,F,The speaker sounds happy.,neu,...has anyone ever just said anything like that to you before?,"Speaker F appears to be a supportive and empathetic individual, often acknowledging others' feelings and offering reassurance. They tend to use温和的语气和积极的话语，有助于营造和谐的对话氛围。在交流中表现出耐心和理解，偶尔会通过提问来引导对话深入。这些特点表明F可能是一个善于倾听和关心他人感受的人。","Nose Wrinkler, Lip Corner Depressor, Chin Raiser",Nan
1,Ses01M_impro04,17,M,"The speaker sounds male, within the age range of 16-25 years old, speaking English with a neutral mood.",neu,"Like it's really hard to like shake that off when you go into like audition a room or whatever, you know what I mean?","Speaker M appears to be assertive and direct, often interrupting or speaking over others. This suggests a dominant personality but may also indicate impatience or a need for control in conversations. M's言论直接且有主导性，经常打断他人，这表明其性格强势但可能也显示出在对话中缺乏耐心或控制欲。","Inner Brow Raiser, Outer Brow Raiser, Upper Lid Raiser, Jaw Drop",Nan
1,Ses01M_impro04,18,F,The speaker sounds happy.,neu,"Right, sure.","Speaker F appears to be a supportive and empathetic individual, often acknowledging others' feelings and offering reassurance. They tend to use温和的语气和积极的话语，有助于营造和谐的对话氛围。在交流中表现出耐心和理解，偶尔会通过提问来引导对话深入。这些特点表明F可能是一个善于倾听和关心他人感受的人。","Inner Brow Raiser, Outer Brow Raiser, Upper Lid Raiser, Jaw Drop",Nan
1,Ses01M_impro04,19,F,The speaker sounds happy.,neu,"But I mean you kind of got to, you got to fake it 'til you feel it, right?","Speaker F appears to be a supportive and empathetic individual, often acknowledging others' feelings and offering reassurance. They tend to use温和的语气和积极的话语，有助于营造和谐的对话氛围。在交流中表现出耐心和理解，偶尔会通过提问来引导对话深入。这些特点表明F可能是一个善于倾听和关心他人感受的人。","Inner Brow Raiser, Outer Brow Raiser, Upper Lid Raiser, Jaw Drop",Nan
1,Ses01M_impro04,20,M,"The speaker sounds male, speaks English, and is in a neutral mood.",neu,"I guess I just getting really hard to fake, you know.","Speaker M appears to be assertive and direct, often interrupting or speaking over others. This suggests a dominant personality but may also indicate impatience or a need for control in conversations. M's言论直接且有主导性，经常打断他人，这表明其性格强势但可能也显示出在对话中缺乏耐心或控制欲。","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
1,Ses01M_impro04,21,F,The speaker sounds neutral.,neu,I'm just saying that if I was looking to hire somebody in the--or kind of... No. No. No.,"Speaker F appears to be a supportive and empathetic individual, often acknowledging others' feelings and offering reassurance. They tend to use温和的语气和积极的话语，有助于营造和谐的对话氛围。在交流中表现出耐心和理解，偶尔会通过提问来引导对话深入。这些特点表明F可能是一个善于倾听和关心他人感受的人。","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
1,Ses01M_impro04,22,M,The speaker sounds sad.,neu,"Are you hiring? Wait, do you know of a job? Seriously, do you know, like do you know of anything though?  Like, oh please, do you know of anything?","Speaker M appears to be assertive and direct, often interrupting or speaking over others. This suggests a dominant personality but may also indicate impatience or a need for control in conversations. M's言论直接且有主导性，经常打断他人，这表明其性格强势但可能也显示出在对话中缺乏耐心或控制欲。","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
1,Ses01M_impro04,23,F,Angry,neu,No.  I'm just saying though that if I was a person who was hiring somebody I-- --would not hire someone who was angry or upset.,"Speaker F appears to be a supportive and empathetic individual, often acknowledging others' feelings and offering reassurance. They tend to use温和的语气和积极的话语，有助于营造和谐的对话氛围。在交流中表现出耐心和理解，偶尔会通过提问来引导对话深入。这些特点表明F可能是一个善于倾听和关心他人感受的人。","Inner Brow Raiser, Outer Brow Raiser, Upper Lid Raiser, Jaw Drop",Nan
1,Ses01M_impro04,24,M,"The speaker sounds female, around 25 years old, speaking Mandarin with a neutral mood.",neu,Yeah.,"Speaker M appears to be assertive and direct, often interrupting or speaking over others. This suggests a dominant personality but may also indicate impatience or a need for control in conversations. M's言论直接且有主导性，经常打断他人，这表明其性格强势但可能也显示出在对话中缺乏耐心或控制欲。","Nose Wrinkler, Lip Corner Depressor, Chin Raiser",Nan
1,Ses01M_impro04,25,M,Angry,neu,I come across angry?,"Speaker M appears to be assertive and direct, often interrupting or speaking over others. This suggests a dominant personality but may also indicate impatience or a need for control in conversations. M's言论直接且有主导性，经常打断他人，这表明其性格强势但可能也显示出在对话中缺乏耐心或控制欲。","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
1,Ses01M_impro04,26,F,Angry,neu,No.,"Speaker F appears to be a supportive and empathetic individual, often acknowledging others' feelings and offering reassurance. They tend to use温和的语气和积极的话语，有助于营造和谐的对话氛围。在交流中表现出耐心和理解，偶尔会通过提问来引导对话深入。这些特点表明F可能是一个善于倾听和关心他人感受的人。","Inner Brow Raiser, Outer Brow Raiser, Upper Lid Raiser, Jaw Drop",Nan
1,Ses01M_impro04,27,M,"The speaker sounds male, within the age range of 16-25 years old, speaking English with a neutral mood.",neu,What?,"Speaker M appears to be assertive and direct, often interrupting or speaking over others. This suggests a dominant personality but may also indicate impatience or a need for control in conversations. M's言论直接且有主导性，经常打断他人，这表明其性格强势但可能也显示出在对话中缺乏耐心或控制欲。","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
1,Ses01M_impro04,28,F,The speaker sounds sleepy.,neu,"Well, you know a little.  If you were to listen to--","Speaker F appears to be a supportive and empathetic individual, often acknowledging others' feelings and offering reassurance. They tend to use温和的语气和积极的话语，有助于营造和谐的对话氛围。在交流中表现出耐心和理解，偶尔会通过提问来引导对话深入。这些特点表明F可能是一个善于倾听和关心他人感受的人。","Inner Brow Raiser, Outer Brow Raiser, Upper Lid Raiser, Jaw Drop",Nan
1,Ses01M_impro04,29,M,The speaker sounds sad.,neu,"Okay.  You're my friend you can tell me stuff.  You can tell me honestly stuff, okay?  Please.","Speaker M appears to be assertive and direct, often interrupting or speaking over others. This suggests a dominant personality but may also indicate impatience or a need for control in conversations. M's言论直接且有主导性，经常打断他人，这表明其性格强势但可能也显示出在对话中缺乏耐心或控制欲。","Inner Brow Raiser, Outer Brow Raiser, Upper Lid Raiser, Jaw Drop",Nan
1,Ses01M_impro04,30,F,The speaker sounds angry.,neu,I just don't want you to fly off the handle.,"Speaker F appears to be a supportive and empathetic individual, often acknowledging others' feelings and offering reassurance. They tend to use温和的语气和积极的话语，有助于营造和谐的对话氛围。在交流中表现出耐心和理解，偶尔会通过提问来引导对话深入。这些特点表明F可能是一个善于倾听和关心他人感受的人。","Inner Brow Raiser, Outer Brow Raiser, Upper Lid Raiser, Jaw Drop",Nan
1,Ses01M_impro04,31,M,"The speaker sounds male, speaks English, and conveys a neutral mood.",neu,"Okay, I'm not flying off the handle I don't think I'm flying off the handle here at all.","Speaker M appears to be assertive and direct, often interrupting or speaking over others. This suggests a dominant personality but may also indicate impatience or a need for control in conversations. M's言论直接且有主导性，经常打断他人，这表明其性格强势但可能也显示出在对话中缺乏耐心或控制欲。","Inner Brow Raiser, Outer Brow Raiser, Upper Lid Raiser, Jaw Drop",Nan
1,Ses01M_impro04,32,F,"The speaker sounds female, between the ages of 26-40, and in a neutral mood.",neu,You kind of have a short fuse.,"Speaker F appears to be a supportive and empathetic individual, often acknowledging others' feelings and offering reassurance. They tend to use温和的语气和积极的话语，有助于营造和谐的对话氛围。在交流中表现出耐心和理解，偶尔会通过提问来引导对话深入。这些特点表明F可能是一个善于倾听和关心他人感受的人。","Inner Brow Raiser, Outer Brow Raiser, Upper Lid Raiser, Jaw Drop",Nan
1,Ses01M_impro04,33,M,"The speaker sounds male, around 25 years old, speaking in English with a neutral mood.",neu,I have a short fuse?,"Speaker M appears to be assertive and direct, often interrupting or speaking over others. This suggests a dominant personality but may also indicate impatience or a need for control in conversations. M's言论直接且有主导性，经常打断他人，这表明其性格强势但可能也显示出在对话中缺乏耐心或控制欲。","Inner Brow Raiser, Outer Brow Raiser, Upper Lid Raiser, Jaw Drop",Nan
1,Ses01M_impro04,34,F,"The speaker sounds female, around 40 years old, and speaks English with a neutral mood.",neu,Yeah.,"Speaker F appears to be a supportive and empathetic individual, often acknowledging others' feelings and offering reassurance. They tend to use温和的语气和积极的话语，有助于营造和谐的对话氛围。在交流中表现出耐心和理解，偶尔会通过提问来引导对话深入。这些特点表明F可能是一个善于倾听和关心他人感受的人。","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
1,Ses01M_impro04,35,M,"The speaker sounds male, within the age range of 16-25 years old, speaking English with a neutral mood.",neu,"Okay. Okay no, no, no, no okay no, I need to hear this more. Come on, bring it.","Speaker M appears to be assertive and direct, often interrupting or speaking over others. This suggests a dominant personality but may also indicate impatience or a need for control in conversations. M's言论直接且有主导性，经常打断他人，这表明其性格强势但可能也显示出在对话中缺乏耐心或控制欲。","Inner Brow Raiser, Outer Brow Raiser, Upper Lid Raiser, Jaw Drop",Nan
1,Ses01M_impro04,36,F,The speaker sounds like they are quickly shaking their head.,neu,"Like this, right now we're trying have a conversation.","Speaker F appears to be a supportive and empathetic individual, often acknowledging others' feelings and offering reassurance. They tend to use温和的语气和积极的话语，有助于营造和谐的对话氛围。在交流中表现出耐心和理解，偶尔会通过提问来引导对话深入。这些特点表明F可能是一个善于倾听和关心他人感受的人。","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
1,Ses01M_impro04,37,F,The speaker sounds angry.,neu,We're trying to have a conversation and you seem extremely hostile. You keep cutting me off.,"Speaker F appears to be a supportive and empathetic individual, often acknowledging others' feelings and offering reassurance. They tend to use温和的语气和积极的话语，有助于营造和谐的对话氛围。在交流中表现出耐心和理解，偶尔会通过提问来引导对话深入。这些特点表明F可能是一个善于倾听和关心他人感受的人。","Inner Brow Raiser, Outer Brow Raiser, Upper Lid Raiser, Jaw Drop",Nan
1,Ses01M_impro04,38,M,Angry,neu,"Well, it's 'cause I can't get a job, okay?","Speaker M appears to be assertive and direct, often interrupting or speaking over others. This suggests a dominant personality but may also indicate impatience or a need for control in conversations. M's言论直接且有主导性，经常打断他人，这表明其性格强势但可能也显示出在对话中缺乏耐心或控制欲。","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
1,Ses01M_impro04,40,M,The speaker sounds sad.,neu,I'm not always right I'm just--,"Speaker M appears to be assertive and direct, often interrupting or speaking over others. This suggests a dominant personality but may also indicate impatience or a need for control in conversations. M's言论直接且有主导性，经常打断他人，这表明其性格强势但可能也显示出在对话中缺乏耐心或控制欲。","Inner Brow Raiser, Outer Brow Raiser, Upper Lid Raiser, Jaw Drop",Nan
1,Ses01M_impro04,41,F,The speaker sounds angry.,neu,I can't finish the sentence with you without you jumping in...,"Speaker F appears to be a supportive and empathetic individual, often acknowledging others' feelings and offering reassurance. They tend to use温和的语气和积极的话语，有助于营造和谐的对话氛围。在交流中表现出耐心和理解，偶尔会通过提问来引导对话深入。这些特点表明F可能是一个善于倾听和关心他人感受的人。","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
1,Ses01M_impro04,42,F,The speaker sounds happy.,neu,...and you're always right.,"Speaker F appears to be a supportive and empathetic individual, often acknowledging others' feelings and offering reassurance. They tend to use温和的语气和积极的话语，有助于营造和谐的对话氛围。在交流中表现出耐心和理解，偶尔会通过提问来引导对话深入。这些特点表明F可能是一个善于倾听和关心他人感受的人。","Inner Brow Raiser, Outer Brow Raiser, Upper Lid Raiser, Jaw Drop",Nan
1,Ses01M_impro04,43,M,Neutral,neu,fine okay.,"Speaker M appears to be assertive and direct, often interrupting or speaking over others. This suggests a dominant personality but may also indicate impatience or a need for control in conversations. M's言论直接且有主导性，经常打断他人，这表明其性格强势但可能也显示出在对话中缺乏耐心或控制欲。","Inner Brow Raiser, Outer Brow Raiser, Upper Lid Raiser, Jaw Drop",Nan
1,Ses01M_impro04,44,F,"The speaker sounds female, with an age between 16-25 years old, speaking in English with a neutral mood.",neu,You have an excuse for everything.,"Speaker F appears to be a supportive and empathetic individual, often acknowledging others' feelings and offering reassurance. They tend to use温和的语气和积极的话语，有助于营造和谐的对话氛围。在交流中表现出耐心和理解，偶尔会通过提问来引导对话深入。这些特点表明F可能是一个善于倾听和关心他人感受的人。","Inner Brow Raiser, Outer Brow Raiser, Upper Lid Raiser, Jaw Drop",Nan
1,Ses01M_impro04,45,M,"The speaker sounds male, speaks English, and his mood is neutral.",neu,[BREATHING],"Speaker M appears to be assertive and direct, often interrupting or speaking over others. This suggests a dominant personality but may also indicate impatience or a need for control in conversations. M's言论直接且有主导性，经常打断他人，这表明其性格强势但可能也显示出在对话中缺乏耐心或控制欲。","Inner Brow Raiser, Outer Brow Raiser, Upper Lid Raiser, Jaw Drop",Nan
1,Ses01M_impro04,46,F,The speaker sounds happy.,neu,I'm just saying that maybe you should take in some information before you produce more of your own.,"Speaker F appears to be a supportive and empathetic individual, often acknowledging others' feelings and offering reassurance. They tend to use温和的语气和积极的话语，有助于营造和谐的对话氛围。在交流中表现出耐心和理解，偶尔会通过提问来引导对话深入。这些特点表明F可能是一个善于倾听和关心他人感受的人。","Inner Brow Raiser, Outer Brow Raiser, Upper Lid Raiser, Jaw Drop",Nan
